fecha,mes,anio,linea,estacion,tipo_pago,afluencia,temporal_fecha,..anio_fecha
2026-01-01,Enero,2026,Linea 1,PantitlÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,PantitlÃ¡n,Prepago,9012,2026-01,2026
2026-01-01,Enero,2026,Linea 1,PantitlÃ¡n,Gratuidad,1548,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Zaragoza,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Zaragoza,Prepago,5855,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Zaragoza,Gratuidad,1361,2026-01,2026
2026-01-01,Enero,2026,Linea 1,GÃ³mez Farias,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,GÃ³mez Farias,Prepago,6361,2026-01,2026
2026-01-01,Enero,2026,Linea 1,GÃ³mez Farias,Gratuidad,1435,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Boulevard Puerto AÃ©reo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Boulevard Puerto AÃ©reo,Prepago,6140,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Boulevard Puerto AÃ©reo,Gratuidad,1524,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balbuena,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balbuena,Prepago,1722,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balbuena,Gratuidad,187,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Moctezuma,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Moctezuma,Prepago,3643,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Moctezuma,Gratuidad,1090,2026-01,2026
2026-01-01,Enero,2026,Linea 1,San LÃ¡zaro,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,San LÃ¡zaro,Prepago,8059,2026-01,2026
2026-01-01,Enero,2026,Linea 1,San LÃ¡zaro,Gratuidad,1442,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Candelaria,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Candelaria,Prepago,4021,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Candelaria,Gratuidad,1011,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Merced,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Merced,Prepago,5214,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Merced,Gratuidad,1807,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Pino SuÃ¡rez,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Pino SuÃ¡rez,Prepago,5894,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Pino SuÃ¡rez,Gratuidad,490,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Isabel la CatÃ³lica,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Isabel la CatÃ³lica,Prepago,2081,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Isabel la CatÃ³lica,Gratuidad,354,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Salto del Agua,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Salto del Agua,Prepago,1989,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Salto del Agua,Gratuidad,702,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balderas,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balderas,Prepago,2411,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Balderas,Gratuidad,664,2026-01,2026
2026-01-01,Enero,2026,Linea 1,CuauhtÃ©moc,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,CuauhtÃ©moc,Prepago,1872,2026-01,2026
2026-01-01,Enero,2026,Linea 1,CuauhtÃ©moc,Gratuidad,575,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Insurgentes,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Insurgentes,Prepago,10447,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Insurgentes,Gratuidad,1200,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Sevilla,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Sevilla,Prepago,4317,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Sevilla,Gratuidad,482,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Chapultepec,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Chapultepec,Prepago,10321,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Chapultepec,Gratuidad,1449,2026-01,2026
2026-01-01,Enero,2026,Linea 1,JuanacatlÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,JuanacatlÃ¡n,Prepago,782,2026-01,2026
2026-01-01,Enero,2026,Linea 1,JuanacatlÃ¡n,Gratuidad,229,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Tacubaya,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Tacubaya,Prepago,4152,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Tacubaya,Gratuidad,1051,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Observatorio,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Observatorio,Prepago,14686,2026-01,2026
2026-01-01,Enero,2026,Linea 1,Observatorio,Gratuidad,2391,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Cuatro Caminos,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Cuatro Caminos,Prepago,25638,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Cuatro Caminos,Gratuidad,3537,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Panteones,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Panteones,Prepago,2235,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Panteones,Gratuidad,340,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Tacuba,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Tacuba,Prepago,6119,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Tacuba,Gratuidad,1511,2026-01,2026
2026-01-01,Enero,2026,Linea 2,CuitlÃ¡huac,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,CuitlÃ¡huac,Prepago,2701,2026-01,2026
2026-01-01,Enero,2026,Linea 2,CuitlÃ¡huac,Gratuidad,470,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Popotla,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Popotla,Prepago,1163,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Popotla,Gratuidad,359,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Colegio Militar,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Colegio Militar,Prepago,2086,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Colegio Militar,Gratuidad,419,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Normal,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Normal,Prepago,4569,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Normal,Gratuidad,496,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Cosme,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Cosme,Prepago,3295,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Cosme,Gratuidad,641,2026-01,2026
2026-01-01,Enero,2026,Linea 2,RevoluciÃ³n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,RevoluciÃ³n,Prepago,8037,2026-01,2026
2026-01-01,Enero,2026,Linea 2,RevoluciÃ³n,Gratuidad,1339,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Hidalgo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Hidalgo,Prepago,6166,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Hidalgo,Gratuidad,24,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Bellas Artes,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Bellas Artes,Prepago,15726,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Bellas Artes,Gratuidad,332,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Allende,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Allende,Prepago,4960,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Allende,Gratuidad,841,2026-01,2026
2026-01-01,Enero,2026,Linea 2,ZÃ³calo/Tenochtitlan,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,ZÃ³calo/Tenochtitlan,Prepago,17631,2026-01,2026
2026-01-01,Enero,2026,Linea 2,ZÃ³calo/Tenochtitlan,Gratuidad,544,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Pino SuÃ¡rez,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Pino SuÃ¡rez,Prepago,6758,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Pino SuÃ¡rez,Gratuidad,511,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Antonio Abad,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Antonio Abad,Prepago,2771,2026-01,2026
2026-01-01,Enero,2026,Linea 2,San Antonio Abad,Gratuidad,537,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Chabacano,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Chabacano,Prepago,4467,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Chabacano,Gratuidad,1293,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Viaducto,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Viaducto,Prepago,2694,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Viaducto,Gratuidad,738,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Xola,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Xola,Prepago,3127,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Xola,Gratuidad,820,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Villa de Cortés,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Villa de Cortés,Prepago,2730,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Villa de Cortés,Gratuidad,877,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Nativitas,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Nativitas,Prepago,4375,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Nativitas,Gratuidad,1200,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Portales,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Portales,Prepago,3220,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Portales,Gratuidad,441,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Ermita,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Ermita,Prepago,2003,2026-01,2026
2026-01-01,Enero,2026,Linea 2,Ermita,Gratuidad,398,2026-01,2026
2026-01-01,Enero,2026,Linea 2,General Anaya,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,General Anaya,Prepago,3509,2026-01,2026
2026-01-01,Enero,2026,Linea 2,General Anaya,Gratuidad,786,2026-01,2026
2026-01-01,Enero,2026,Linea 2,TasqueÃ±a,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 2,TasqueÃ±a,Prepago,14818,2026-01,2026
2026-01-01,Enero,2026,Linea 2,TasqueÃ±a,Gratuidad,2996,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Indios Verdes,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Indios Verdes,Prepago,28896,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Indios Verdes,Gratuidad,3599,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Deportivo 18 de Marzo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Deportivo 18 de Marzo,Prepago,7098,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Deportivo 18 de Marzo,Gratuidad,1370,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Potrero,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Potrero,Prepago,3931,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Potrero,Gratuidad,832,2026-01,2026
2026-01-01,Enero,2026,Linea 3,La Raza,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,La Raza,Prepago,5735,2026-01,2026
2026-01-01,Enero,2026,Linea 3,La Raza,Gratuidad,1158,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Tlatelolco,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Tlatelolco,Prepago,3292,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Tlatelolco,Gratuidad,690,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Guerrero,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Guerrero,Prepago,1745,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Guerrero,Gratuidad,777,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hidalgo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hidalgo,Prepago,8932,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hidalgo,Gratuidad,1455,2026-01,2026
2026-01-01,Enero,2026,Linea 3,JuÃ¡rez,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,JuÃ¡rez,Prepago,2246,2026-01,2026
2026-01-01,Enero,2026,Linea 3,JuÃ¡rez,Gratuidad,236,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Balderas,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Balderas,Prepago,781,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Balderas,Gratuidad,276,2026-01,2026
2026-01-01,Enero,2026,Linea 3,NiÃ±os HÃ©roes,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,NiÃ±os HÃ©roes,Prepago,1935,2026-01,2026
2026-01-01,Enero,2026,Linea 3,NiÃ±os HÃ©roes,Gratuidad,423,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hospital General,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hospital General,Prepago,2548,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Hospital General,Gratuidad,468,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Centro MÃ©dico,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Centro MÃ©dico,Prepago,3542,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Centro MÃ©dico,Gratuidad,542,2026-01,2026
2026-01-01,Enero,2026,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Prepago,3582,2026-01,2026
2026-01-01,Enero,2026,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Gratuidad,505,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Eugenia,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Eugenia,Prepago,1425,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Eugenia,Gratuidad,171,2026-01,2026
2026-01-01,Enero,2026,Linea 3,DivisiÃ³n del Norte,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,DivisiÃ³n del Norte,Prepago,1575,2026-01,2026
2026-01-01,Enero,2026,Linea 3,DivisiÃ³n del Norte,Gratuidad,388,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Zapata,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Zapata,Prepago,2669,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Zapata,Gratuidad,564,2026-01,2026
2026-01-01,Enero,2026,Linea 3,CoyoacÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,CoyoacÃ¡n,Prepago,4992,2026-01,2026
2026-01-01,Enero,2026,Linea 3,CoyoacÃ¡n,Gratuidad,543,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Viveros/Derechos Humanos,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Viveros/Derechos Humanos,Prepago,3025,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Viveros/Derechos Humanos,Gratuidad,616,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Miguel Ángel de Quevedo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Miguel Ángel de Quevedo,Prepago,6184,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Miguel Ángel de Quevedo,Gratuidad,886,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Copilco,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Copilco,Prepago,4850,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Copilco,Gratuidad,706,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Universidad,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Universidad,Prepago,8783,2026-01,2026
2026-01-01,Enero,2026,Linea 3,Universidad,Gratuidad,1246,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Santa Anita,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Santa Anita,Prepago,433,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Santa Anita,Gratuidad,126,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Jamaica,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Jamaica,Prepago,1357,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Jamaica,Gratuidad,387,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Fray Servando,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Fray Servando,Prepago,2053,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Fray Servando,Gratuidad,224,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Candelaria,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Candelaria,Prepago,870,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Candelaria,Gratuidad,370,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Morelos,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Morelos,Prepago,1793,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Morelos,Gratuidad,414,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Canal del Norte,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Canal del Norte,Prepago,1179,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Canal del Norte,Gratuidad,270,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Consulado,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Consulado,Prepago,924,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Consulado,Gratuidad,183,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Bondojito,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Bondojito,Prepago,1257,2026-01,2026
2026-01-01,Enero,2026,Linea 4,Bondojito,Gratuidad,292,2026-01,2026
2026-01-01,Enero,2026,Linea 4,TalismÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,TalismÃ¡n,Prepago,473,2026-01,2026
2026-01-01,Enero,2026,Linea 4,TalismÃ¡n,Gratuidad,104,2026-01,2026
2026-01-01,Enero,2026,Linea 4,MartÃ­n Carrera,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 4,MartÃ­n Carrera,Prepago,5034,2026-01,2026
2026-01-01,Enero,2026,Linea 4,MartÃ­n Carrera,Gratuidad,358,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PolitÃ©cnico,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PolitÃ©cnico,Prepago,4540,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PolitÃ©cnico,Gratuidad,874,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Instituto del PetrÃ³leo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Instituto del PetrÃ³leo,Prepago,602,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Instituto del PetrÃ³leo,Gratuidad,224,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Autobuses del Norte,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Autobuses del Norte,Prepago,9678,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Autobuses del Norte,Gratuidad,1493,2026-01,2026
2026-01-01,Enero,2026,Linea 5,La Raza,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,La Raza,Prepago,1647,2026-01,2026
2026-01-01,Enero,2026,Linea 5,La Raza,Gratuidad,451,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Misterios,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Misterios,Prepago,1567,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Misterios,Gratuidad,216,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Valle GÃ³mez,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Valle GÃ³mez,Prepago,949,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Valle GÃ³mez,Gratuidad,200,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Consulado,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Consulado,Prepago,872,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Consulado,Gratuidad,444,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Eduardo Molina,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Eduardo Molina,Prepago,1549,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Eduardo Molina,Gratuidad,377,2026-01,2026
2026-01-01,Enero,2026,Linea 5,AragÃ³n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,AragÃ³n,Prepago,1557,2026-01,2026
2026-01-01,Enero,2026,Linea 5,AragÃ³n,Gratuidad,363,2026-01,2026
2026-01-01,Enero,2026,Linea 5,OceanÃ­a,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,OceanÃ­a,Prepago,1574,2026-01,2026
2026-01-01,Enero,2026,Linea 5,OceanÃ­a,Gratuidad,404,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Terminal AÃ©rea,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Terminal AÃ©rea,Prepago,6875,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Terminal AÃ©rea,Gratuidad,849,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Hangares,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Hangares,Prepago,1187,2026-01,2026
2026-01-01,Enero,2026,Linea 5,Hangares,Gratuidad,181,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PantitlÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PantitlÃ¡n,Prepago,15679,2026-01,2026
2026-01-01,Enero,2026,Linea 5,PantitlÃ¡n,Gratuidad,2200,2026-01,2026
2026-01-01,Enero,2026,Linea 6,El Rosario,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,El Rosario,Prepago,3895,2026-01,2026
2026-01-01,Enero,2026,Linea 6,El Rosario,Gratuidad,9,2026-01,2026
2026-01-01,Enero,2026,Linea 6,TezozÃ³moc,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,TezozÃ³moc,Prepago,1331,2026-01,2026
2026-01-01,Enero,2026,Linea 6,TezozÃ³moc,Gratuidad,3,2026-01,2026
2026-01-01,Enero,2026,Linea 6,UAM-Azcapotzalco,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,UAM-Azcapotzalco,Prepago,1796,2026-01,2026
2026-01-01,Enero,2026,Linea 6,UAM-Azcapotzalco,Gratuidad,14,2026-01,2026
2026-01-01,Enero,2026,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Prepago,2720,2026-01,2026
2026-01-01,Enero,2026,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Gratuidad,7,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Norte 45,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Norte 45,Prepago,300,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Norte 45,Gratuidad,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Vallejo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Vallejo,Prepago,855,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Vallejo,Gratuidad,5,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Instituto del PetrÃ³leo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Instituto del PetrÃ³leo,Prepago,334,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Instituto del PetrÃ³leo,Gratuidad,2,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Lindavista,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Lindavista,Prepago,2187,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Lindavista,Gratuidad,5,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Deportivo 18 de Marzo,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Deportivo 18 de Marzo,Prepago,262,2026-01,2026
2026-01-01,Enero,2026,Linea 6,Deportivo 18 de Marzo,Gratuidad,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,La Villa/BasÃ­lica,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,La Villa/BasÃ­lica,Prepago,16316,2026-01,2026
2026-01-01,Enero,2026,Linea 6,La Villa/BasÃ­lica,Gratuidad,25,2026-01,2026
2026-01-01,Enero,2026,Linea 6,MartÃ­n Carrera,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 6,MartÃ­n Carrera,Prepago,3731,2026-01,2026
2026-01-01,Enero,2026,Linea 6,MartÃ­n Carrera,Gratuidad,11,2026-01,2026
2026-01-01,Enero,2026,Linea 7,El Rosario,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 7,El Rosario,Prepago,5940,2026-01,2026
2026-01-01,Enero,2026,Linea 7,El Rosario,Gratuidad,995,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Aquiles SerdÃ¡n,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Aquiles SerdÃ¡n,Prepago,2449,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Aquiles SerdÃ¡n,Gratuidad,472,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Camarones,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Camarones,Prepago,2621,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Camarones,Gratuidad,424,2026-01,2026
2026-01-01,Enero,2026,Linea 7,RefinerÃ­a,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 7,RefinerÃ­a,Prepago,2103,2026-01,2026
2026-01-01,Enero,2026,Linea 7,RefinerÃ­a,Gratuidad,395,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Tacuba,Boleto,0,2026-01,2026
2026-01-01,Enero,2026,Linea 7,Tacuba,Prepago,1212,2026-01,2026
